YEAR,POP,B,D,CBR,CDR,LE,LMF,LMHS,LMC,LMP,FPC,SOPC,IOPC,PPOLX,HSAPC,EHSPC,AIOPC,DIOPC,PLE,DTF,DCFS,CMPLE,MTF,FCE,TF,FPU
2038,3690550471.3970737,62564197.24812047,57150242.376894765,16.952538038163322,15.485560438700706,64.48155534009965,1.2150434782608694,2.0,0.9957620930059953,0.9517,494.6,1290.0,890.0,2.915,179.0,166.79944055442604,880.0000000000001,805.0000013409499,64.7550736282333,2.3151059410326944,2.151136363636363,1.0762246318588335,12.26889332040598,1.0,2.3151059410326944,0.3690550471397074
2039,3695942844.0192513,62650319.7657254,57257947.143547714,16.951106229119777,15.492108390204713,64.45481641430023,1.215782608695652,2.0,0.9951100206253989,0.9513499999999999,496.29999999999995,1295.0,895.0,2.9325,179.5,167.43446852670473,885.0000000000001,810.0000011548217,64.74606370884786,2.3148919080802717,2.150847457627118,1.0762696814557609,12.267288984858013,1.0,2.3148919080802717,0.36959428440192515
2040,3701313883.775039,62736597.24861064,57365557.49282277,16.94981815068989,15.498701081334547,64.42790771242248,1.2165217391304348,2.0,0.9944560857339712,0.951,498.0,1300.0,900.0,2.95,180.0,168.0627451003695,890.0000000000001,815.0000009944443,64.73552924222577,2.3146977361257295,2.1505617977528084,1.0763223537888713,12.265674462745348,1.0,2.3146977361257295,0.3701313883775039
2041,3706663812.1881423,62823005.83850123,57473077.42539795,16.94866570632289,15.505338584097288,64.40082991170037,1.2172608695652174,2.0,0.9938002992446768,0.95065,499.7,1305.0,905.0,2.9675000000000002,180.5,168.68460784535102,895.0000000000001,820.000000856268,64.72356887163873,2.314522300036487,2.1502793296089378,1.0763821556418065,12.264049794702023,1.0,2.314522300036487,0.37066638121881423
2042,3711992823.6191077,62909521.94714467,57580510.51617904,16.94764104791812,15.512020968844267,64.37358368239266,1.218,2.0,0.993142671947452,0.9502999999999999,501.4,1310.0,910.0,2.9850000000000003,181.0,169.30037745308348,900.0000000000001,825.00000073723,64.71027821027869,2.3143645092395038,2.1499999999999995,1.0764486089486067,12.262415020943559,1.0,2.3143645092395038,0.3711992823619108
2043,3717296536.2931485,62996127.50115588,57692414.82711499,16.94675872266435,15.519992624706045,64.34108946111404,1.2187391304347825,2.0,0.9924832145321713,0.9498749999999999,503.1,1315.0,915.0,3.0025000000000004,181.5,169.91035858042932,905.0000000000001,830.000000634689,64.69573197974687,2.314223499632057,2.1497237569060768,1.0765213401012657,12.260465367666843,1.0,2.314223499632057,0.37172965362931487
2044,3722547699.426755,63082760.81469897,57831597.68109253,16.946125586090744,15.535488689640745,64.27794986387661,1.2194782608695651,2.0,0.9918219476201551,0.949,504.79999999999995,1320.0,920.0,3.0200000000000005,182.0,170.51484065140784,910.0000000000001,835.0000005463662,64.67988834166117,2.31409966155885,2.149450549450549,1.0766005582916942,12.256676991832597,1.0,2.31409966155885,0.37225476994267553
2045,3727746313.1877522,63168991.34308636,57970377.582089044,16.945625060270775,15.551052220749469,64.2146533228188,1.2202173913043477,2.0,0.9911589492138615,0.948125,506.5,1325.0,925.0,3.0375,182.5,171.11409861883743,915.0000000000001,840.000000470297,64.66264026598655,2.3139940869777993,2.1491803278688515,1.0766867986700672,12.25287919936913,1.0,2.3139940869777993,0.37277463131877525
2046,3732892420.476348,63254859.80162237,58108752.51302687,16.94526728245507,15.566682874191084,64.1512018753468,1.2209565217391305,2.0,0.9904942469013712,0.9472499999999999,508.2,1330.0,930.0,3.055,183.0,171.70839368789555,920.0000000000001,845.0000004047869,64.64385140610648,2.313908183533301,2.1489130434782604,1.0767807429694676,12.249072112520809,1.0,2.313908183533301,0.3732892420476348
2047,3737986108.672408,63340409.29644244,58246721.10038247,16.945062783804346,15.582380299714252,64.087597549793,1.221695652173913,2.0,0.989827868154202,0.946375,509.9,1335.0,935.0,3.0725000000000002,183.5,172.29797400350077,925.0000000000001,850.000000348375,64.62338037859888,2.3138434135001873,2.1486486486486482,1.0768830981070057,12.245255852987581,1.0,2.3138434135001873,0.37379861086724087
2048,3743027506.7594213,63425680.73438679,58384282.647373326,16.945021274849903,15.598144160559574,64.02384236265988,1.2224347826086956,2.0,0.98915984028485,0.9454999999999999,511.6,1340.0,940.0,3.0900000000000003,184.0,172.88307530332574,930.0000000000001,855.0000002998019,64.60109646401432,2.3138011250801034,2.1483870967741927,1.0769945176799285,12.241430541759591,1.0,2.3138011250801034,0.37430275067594215
2049,3748016779.630333,63510709.965290815,58521437.09437927,16.945150915667693,15.613974145588333,63.95993831667068,1.2231739130434782,2.0,0.9884901904167148,0.9446249999999999,513.3,1345.0,945.0,3.1075000000000004,184.5,173.46392153815944,935.0000000000001,860.0000002579816,64.57688904921734,2.3137824510408924,2.1481283422459887,1.0771155547539133,12.237596299000241,1.0,2.3137824510408924,0.3748016779630333
2050,3752954120.876792,63595526.18080146,58658184.93434231,16.945457933267733,15.62986997577209,63.89588739961165,1.2239130434782608,2.0,0.9878189454662014,0.94375,515.0,1350.0,950.0,3.1250000000000004,185.0,174.04072546125147,940.0000000000001,865.0000002219783,64.55067258473392,2.3137882555926703,2.147872340425531,1.0772466370763305,12.233753243976698,1.0,2.3137882555926703,0.37529541208767925
2051,3757839744.9797525,63680151.20622518,58794527.103264555,16.945946481964278,15.645831406677335,63.83169158389931,1.2246521739130434,2.0,0.987146132135997,0.9428749999999999,516.7,1355.0,955.0,3.1425,185.5,174.61368918818889,945.0000000000001,870.0000001909855,64.52238840195136,2.3138191150171408,2.147619047619047,1.0773880579902433,12.229901495033959,1.0,2.3138191150171408,0.3757839744979753
2052,3762673879.529711,63764599.41005399,58930464.860096,16.946618668430496,15.661858228186814,63.76735282677746,1.2253913043478262,2.0,0.9864717769180729,0.942,518.4,1360.0,960.0,3.16,186.0,175.18300472877945,950.0000000000001,875.000000164308,64.49200440070616,2.313875321171365,2.147368421052631,1.0775399779964692,12.226041169606649,1.0,2.313875321171365,0.3762673879529711
2053,3767456757.8884554,63848878.02462842,59065999.665884,16.947474683269828,15.677950262390986,63.702873071036805,1.2261304347826085,2.0,0.9857959061047753,0.941125,520.0999999999999,1365.0,965.0,3.1775,186.5,175.74885449234048,955.0000000000001,880.0000001413466,64.45951335828562,2.3139568997844777,2.147120418848167,1.077702433208572,12.222172384262208,1.0,2.3139568997844777,0.37674567578884555
2054,3772188612.544567,63932987.72485068,59201133.068738766,16.948512996470782,15.694107360343272,63.6382542461483,1.2268695652173913,2.0,0.9851185458063406,0.9402499999999999,521.8,1370.0,970.0,3.1950000000000003,187.0,176.31141176772346,960.0000000000001,885.0000001215853,64.42493041052684,2.3140636376245003,2.146874999999999,1.077875347947366,12.218295254768897,1.0,2.3140636376245003,0.37721886125445675
2055,3776869669.2990074,64016923.353148736,59335866.59870829,16.949730586025325,15.71032939818681,63.57349826970734,1.227608695652174,2.0,0.9844397219732537,0.939375,523.5,1375.0,975.0,3.2125000000000004,187.5,176.87084117933728,965.0000000000001,890.0000001045795,64.38829010200331,2.314195114267876,2.146632124352331,1.0780585494899835,12.214409896182442,1.0,2.314195114267876,0.3776869669299008
2056,3781500142.3347206,64100674.71057127,59470201.67485804,16.951123178061057,15.726616273017191,63.50860704909528,1.2283478260869565,2.0,0.9837594604220142,0.9385,525.2,1380.0,980.0,3.2300000000000004,188.0,177.4272991203704,970.0000000000001,895.000000089946,64.34964328523935,2.3143507354645956,2.146391752577319,1.0782517835738032,12.210516422945716,1.0,2.3143507354645956,0.37815001423347205
2057,3786080230.1671734,64184227.35801519,59604139.52556218,16.952685483683254,15.74296789873636,63.44358248327642,1.229086956521739,2.0,0.9830777868630521,0.9376249999999999,526.9,1385.0,985.0,3.2475,188.5,177.98093416435188,975.0000000000001,900.0000000773547,64.30905406051404,2.314529766042945,2.1461538461538456,1.0784547296974298,12.206614948996585,1.0,2.314529766042945,0.37860802301671737
2058,3790610112.4348483,64267563.38978704,59737681.12211209,16.954411422837055,15.759384202069883,63.378426464661416,1.2298260869565216,2.0,0.9823947269297226,0.93675,528.5999999999999,1390.0,990.0,3.265,189.0,178.53188745613429,980.0000000000001,905.0000000665215,64.26659688176552,2.314731361008403,2.145918367346938,1.0786670155911724,12.202705587879684,1.0,2.314731361008403,0.37906101124348485
2059,3795089947.464989,64350662.155282035,59870827.12514122,16.956294329273124,15.77586511885791,63.313140880979724,1.2305652173913044,2.0,0.9817103062075019,0.935875,530.3,1395.0,995.0,3.2825,189.5,179.08029308332758,985.0000000000001,910.0000000572016,64.22235390535882,2.3149545940153504,2.1456852791878167,1.078888230473206,12.198788452858782,1.0,2.3149545940153504,0.37950899474649896
2060,3799519870.536577,64433500.9145647,60003577.84297659,16.958327133439955,15.792410590684119,63.247727617115814,1.231304347826087,2.0,0.9810245502626751,0.9349999999999999,532.0,1400.0,1000.0,3.3000000000000003,190.0,179.6262784291612,990.0000000000001,915.0000000491842,64.17641262305916,2.3151984827708194,2.145454545454545,1.0791179368847041,12.194863657026948,1.0,2.3151984827708194,0.37995198705365774
2061,3803911631.6700525,64516043.07093601,60124281.937460735,16.960447381005846,15.805909221677696,63.19443240068481,1.2320434782608696,2.0,0.9805274606635,0.934125,533.7,1405.0,1005.0,3.3175000000000003,190.5,180.16996450770316,995.0000000000001,920.0000000422878,64.1289051183022,2.315461567964743,2.1452261306532656,1.079355474408489,12.19166594404109,1.0,2.315461567964743,0.3803911631670053
2062,3808265385.1389246,64598441.8142527,60244688.34538052,16.962694371651875,15.81945643296674,63.14102929477153,1.2327826086956521,2.0,0.9800294639337322,0.93325,535.4,1410.0,1010.0,3.3350000000000004,191.0,180.71146628231799,1000.0000000000001,925.0000000363559,64.0799877571882,2.3157421313041557,2.144999999999999,1.079600061214059,12.18846175768629,1.0,2.3157421313041557,0.3808265385138925
2063,3812581237.0908694,64680650.33486728,60364798.382922314,16.965054988368156,15.833052367687445,63.08751933504865,1.2335217391304347,2.0,0.9795305735548783,0.932375,537.0999999999999,1415.0,1015.0,3.3525000000000005,191.5,181.2508929682021,1005.0000000000001,930.0000000312542,64.0298267168019,2.316038350805639,2.1447761194029846,1.0798508664159905,12.18525116010292,1.0,2.316038350805639,0.38125812370908696
2064,3816859245.3640146,64762620.8586402,60484612.58549501,16.96751614231029,15.84669716572862,63.03390356847843,1.2342608695652173,2.0,0.9790308031960002,0.9315,538.8,1420.0,1020.0,3.37,192.0,181.788348319792,1010.0000000000001,935.0000000268667,63.97858794446037,2.3163484084767263,2.144554455445544,1.0801070602776983,12.182034214108704,1.0,2.3163484084767263,0.3816859245364015
2065,3821099421.3258224,64844306.66135721,60604130.69954925,16.970065290491164,15.860390954842307,62.98018305528476,1.235,2.0,0.9785301667448274,0.930625,540.5,1425.0,1025.0,3.3875,192.5,182.3239309038024,1015.0000000000001,940.0000000230937,63.92643044890062,2.316670562206738,2.144334975369458,1.080367847755497,12.178810983317087,1.0,2.316670562206738,0.38210994213258226
2066,3825301733.004085,64925663.38543594,60723351.707173124,16.972690761951615,15.874133844988453,62.92635887018147,1.2357391304347827,2.0,0.9780286783273765,0.92975,542.2,1430.0,1030.0,3.4050000000000002,193.0,182.85773435861228,1020.0000000000001,945.0000000198493,63.87350206872155,2.317003191057382,2.144117647058823,1.0806324896563924,12.175581532210888,1.0,2.317003191057382,0.3825301733004085
2067,3829466108.971958,65006649.83976759,60842273.871894345,16.97538194357307,15.887925925065257,62.87243210302099,1.2364782608695652,2.0,0.977526352318601,0.928875,543.9,1435.0,1035.0,3.4225000000000003,193.5,183.38984764068167,1025.0,950.0000000170596,63.819937056987285,2.3173448210598555,2.14390243902439,1.0809003147150635,12.17234592618126,1.0,2.3173448210598555,0.38294661089719584
2068,3833592442.597358,65087228.422528274,60960894.797128044,16.978129364849746,15.901767261369457,62.81840385899929,1.2372173913043478,2.0,0.9770232033461682,0.9279999999999999,545.5999999999999,1440.0,1040.0,3.4400000000000004,194.0,183.9203552586476,1030.0,955.0000000146612,63.76585497381883,2.3176941369796507,2.1436893203883494,1.081170725130906,12.169104231539958,1.0,2.3176941369796507,0.38335924425973583
2069,3837680596.380697,65167365.27437532,61079211.491036676,16.980924711617334,15.91565789728313,62.76427525852941,1.2379565217391304,2.0,0.9765192462890911,0.927125,547.3,1445.0,1045.0,3.4575000000000005,194.5,184.4493374957152,1035.0,960.0000000125991,63.71136049916924,2.3180499842154254,2.143478260869565,1.0814431975041539,12.165856515511766,1.0,2.3180499842154254,0.3837680596380697
2070,3841730406.1912465,65247030.243906684,61197220.433357075,16.98376079142775,15.929597853803852,62.710047436874646,1.238695652173913,2.0,0.9760144962726206,0.92625,549.0,1450.0,1050.0,3.475,195.0,184.97687062092945,1040.0,965.0000000108264,63.65654387235101,2.3184113639833153,2.1432692307692305,1.0817172806382451,12.16260284621248,1.0,2.3184113639833153,0.38417304061912466
2071,3845741685.2773643,65326196.7272309,61314917.641112946,16.98663146755771,15.943587130629332,62.65572154361478,1.2394347826086958,2.0,0.9755089686605308,0.925375,550.7,1455.0,1055.0,3.4925,195.5,185.50302708988298,1045.0,970.0000000093025,63.60148173855194,2.318777424145995,2.143062200956938,1.0819925913072403,12.159343292616889,1.0,2.318777424145995,0.38457416852773646
2072,3849714227.9740577,65404841.42785393,61432298.73116052,16.989531574210833,15.957625707581352,62.6012987420032,1.2401739130434783,2.0,0.9750026790456972,0.9245,552.4,1460.0,1060.0,3.5100000000000002,196.0,186.02787573538882,1050.0,975.0000000079928,63.5462382397932,2.3191474474307867,2.1428571428571423,1.0822688088010342,12.156077924520194,1.0,2.3191474474307867,0.3849714227974058
2073,3853647813.066715,65482944.070940375,61549358.978283495,16.992456822054365,15.971713546210857,62.54678020826107,1.240913043478261,2.0,0.9744956432396719,0.9236249999999999,554.0999999999999,1465.0,1065.0,3.5275000000000003,196.5,186.55148194861937,1055.0,980.000000006867,63.49086623197178,2.319520838306293,2.142654028436019,1.0825456688401411,12.152806812495665,1.0,2.319520838306293,0.3853647813066715
2074,3857542206.7952204,65560487.0966254,61666093.36811998,16.99540370060965,15.985850591470548,62.49216713084287,1.2416521739130435,2.0,0.9739878772617997,0.92275,555.8,1470.0,1070.0,3.5450000000000004,197.0,187.0739078511884,1060.0,985.0000000058994,63.43540854353108,2.3198971094228344,2.142452830188679,1.0828229572823447,12.149530027850574,1.0,2.3198971094228344,0.38575422067952203
2075,3861397165.5004687,65637455.34986181,61782496.644613415,16.998369382019956,16.00003677337498,62.43746070969997,1.242391304347826,2.0,0.9734793973282828,0.921875,557.5,1475.0,1075.0,3.5625000000000004,197.5,187.595212458629,1065.0,990.0000000050679,63.37989921711366,2.32027586824486,2.1422535211267606,1.0831005039144317,12.146247642581997,1.0,2.32027586824486,0.38613971655004686
2076,3865212437.9273148,65713835.77881439,61898563.351968236,17.00135162921416,16.014272008593863,62.382662155561725,1.2431304347826087,2.0,0.9729702198414967,0.921,559.2,1480.0,1080.0,3.58,198.0,188.11545183569754,1070.0,995.0000000043534,63.324364695020904,2.320656804294449,2.142056074766355,1.0833781765248955,12.142959729333704,1.0,2.320656804294449,0.3865212437927315
2077,3868987767.2057185,65789617.14969382,62014287.87129022,17.004348710362752,16.02855620194388,62.32777268924717,1.2438695652173912,2.0,0.9724603613797679,0.920125,560.9,1485.0,1085.0,3.5975,198.5,188.63467924391267,1075.0,1000.0000000037394,63.26882492383168,2.3210396772691975,2.1418604651162787,1.0836558753808416,12.13966636135483,1.0,2.3210396772691975,0.3868987767205719
2078,3872722892.536353,65864789.78285396,62129664.4522193,17.007359320696786,16.042889247758406,62.27279354101705,1.2446086956521738,2.0,0.9719498386877585,0.91925,562.5999999999999,1490.0,1090.0,3.615,199.0,189.15294528171705,1080.0,1005.0000000032119,63.213294364223835,2.3214243061831032,2.1416666666666666,1.083933528178881,12.136367612461022,1.0,2.3214243061831032,0.3872722892536353
2079,3876417550.609137,65939345.31272542,62244687.239941515,17.01038251216352,16.05727103112523,62.217725949971246,1.2453478260869566,2.0,0.9714386686675444,0.9183749999999999,564.3,1495.0,1095.0,3.6325000000000003,199.5,189.6702980176312,1085.0,1010.0000000027586,63.15778289977648,2.3218105595961727,2.1414746543778804,1.0842110855011178,12.133063556998275,1.0,2.3218105595961727,0.3876417550609137
2080,3880071476.783669,66013276.47253878,62359350.29800692,17.013417630970952,16.07170142898987,62.1625711634945,1.2460869565217392,2.0,0.9709268683704315,0.9175,566.0,1500.0,1100.0,3.6500000000000004,200.0,190.18678311674964,1090.0,1015.0000000023691,63.102296643999786,2.3221983469399294,2.141284403669725,1.0844885167800011,12.12975426980967,1.0,2.3221983469399294,0.3880071476783669
2081,3883684406.0599275,66086576.90365161,62473647.62739302,17.016464262784346,16.086180311127222,62.107330436751404,1.2468260869565218,2.0,0.9704144549895245,0.916625,567.7,1505.0,1105.0,3.6675000000000004,200.4,190.69744396091215,1095.0,1020.0000000020345,63.046838648586935,2.3225876109058814,2.141095890410959,1.0847658067570654,12.126439826205086,1.0,2.3225876109058814,0.38836844060599274
2082,3887256073.8662014,66159240.988522604,62587573.182248734,17.01952218514941,16.100707540987944,62.05200503222945,1.2475652173913043,2.0,0.9699014458530355,0.91575,569.4,1510.0,1110.0,3.6850000000000005,200.8,191.20257176286654,1100.0,1025.0000000017471,62.99140951833615,2.322978320837811,2.1409090909090907,1.0850429524083194,12.123120301933767,1.0,2.322978320837811,0.38872560738662015
2083,3890786216.689346,66231263.70587909,62701120.88273465,17.022591326602107,16.115282976428034,61.996596219328424,1.248304347826087,2.0,0.9693878584183037,0.914875,571.0999999999999,1515.0,1115.0,3.7025,201.2,191.70244317472321,1105.0,1030.0000000015002,62.9360079396816,2.323370467052865,2.140723981900452,1.0853199603015922,12.119795773159705,1.0,2.323370467052865,0.3890786216689346
2084,3894274572.5703287,66302640.506332174,62814284.62534941,17.025671731865224,16.129906470331456,61.94110527399329,1.2490434782608695,2.0,0.9688737102664853,0.914,572.8,1520.0,1120.0,3.72,201.6,192.19732101598706,1110.0,1035.000000001288,62.88063113055766,2.3237640560080854,2.1405405405405404,1.0855968443472117,12.116466316439595,1.0,2.3237640560080854,0.38942745725703287
2085,3897720881.485779,66373367.20655053,62927058.291100316,17.02876353251071,16.14457787113608,61.88553347838747,1.2497826086956523,2.0,0.968359019097866,0.913125,574.5,1525.0,1125.0,3.7375000000000003,202.0,192.6874549651877,1115.0,1040.000000001106,62.8252752195999,2.3241591062261207,2.140358744394619,1.0858736239020006,12.113132008703248,1.0,2.3241591062261207,0.3897720881485779
2086,3901124885.634003,66443439.9000673,63039435.75184293,17.031866922473323,16.159297023273297,61.82988212060307,1.2505217391304349,2.0,0.9678438027277423,0.91225,576.2,1530.0,1130.0,3.7550000000000003,202.4,193.17308221692832,1120.0,1045.0000000009495,62.76993556261003,2.324555644894749,2.1401785714285713,1.08615032218695,12.109792927236185,1.0,2.324555644894749,0.3901124885634003
2087,3904486329.641756,66512854.88283333,63151410.87508067,17.034982137826056,16.17406376753147,61.774152494404106,1.2512608695652174,2.0,0.9673280790828153,0.911375,577.9,1535.0,1135.0,3.7725000000000004,202.8,193.6544281060819,1125.0,1050.0000000008151,62.71460700389512,2.324953705058322,2.1399999999999997,1.0864269649805245,12.106449149664247,1.0,2.324953705058322,0.39044863296417565
2088,3907804960.7059913,66581608.59171673,63262977.52748152,17.038109440264382,16.188877941352608,61.71834589899981,1.252,2.0,0.966811866198045,0.9105,579.5999999999999,1540.0,1140.0,3.7900000000000005,203.2,194.1317067007778,1130.0,1055.0000000006999,62.65928408962123,2.325353323324318,2.1398230088495573,1.086703579551894,12.103100753939989,1.0,2.325353323324318,0.39078049607059917
2089,3911080528.682922,66649697.55426896,63374129.5773382,17.041249103790154,16.203739379071234,61.66246363884379,1.2527391304347826,2.0,0.9662951822139109,0.909625,581.3,1545.0,1145.0,3.8075,203.6,194.6051213657389,1135.0,1060.0000000006007,62.60396123976045,2.3257545380142806,2.1396475770925107,1.0869801938011978,12.099747818330627,1.0,2.3257545380142806,0.3911080528682922
2090,3914312786.1349683,66717118.34821431,63484860.89616804,17.044401404132923,16.218647912103524,61.60650702345629,1.2534782608695652,2.0,0.9657780453740245,0.9087500000000001,583.0,1550.0,1150.0,3.825,204.0,195.07486529745196,1140.0,1065.0000000005157,62.548632884606384,2.326157387694934,2.139473684210526,1.087256835576968,12.096390421407378,1.0,2.326157387694934,0.39143127861349686
2091,3917501488.34461,66783867.56926407,63595165.359622,17.047566610493984,16.233603369094045,61.55047736726625,1.254217391304348,2.0,0.9652604740230522,0.907875,584.7,1555.0,1155.0,3.8425000000000002,204.4,195.54112203257938,1145.0,1070.0000000004427,62.493293571218665,2.3265619100318777,2.139301310043668,1.0875335321439068,12.093028642035975,1.0,2.3265619100318777,0.391750148834461
2092,3920646393.3027654,66849941.80600294,63705036.847847894,17.050744979245202,16.248605576026602,61.49437598947017,1.2549565217391305,2.0,0.9647424866048985,0.907,586.4,1560.0,1160.0,3.8600000000000003,204.8,196.00406593095042,1150.0,1075.00000000038,62.43793804455561,2.326968140914753,2.139130434782609,1.087810309777222,12.08966255936821,1.0,2.326968140914753,0.3920646393302766
2093,3923747261.678071,66915337.62073652,63814469.24543081,17.053936749259126,16.26365435630511,61.43820421390542,1.255695652173913,2.0,0.9642241016611123,0.906125,588.0999999999999,1565.0,1165.0,3.8775000000000004,205.2,196.4638626344029,1155.0,1080.000000000326,62.38256130748117,2.3273761138089513,2.138961038961039,1.0880871934625942,12.086292252834326,1.0,2.3273761138089513,0.3923747261678071
2094,3926803856.7723794,66980051.53532234,63923456.44101419,17.05714213858808,16.27874953080947,61.3819633689354,1.2564347826086957,2.0,0.9637053378294779,0.90525,589.8,1570.0,1170.0,3.8950000000000005,205.6,196.92066950268276,1160.0,1085.00000000028,62.327158663297524,2.32778585929465,2.138793103448276,1.0883642066835124,12.082917802136125,1.0,2.32778585929465,0.39268038567723795
2095,3929815944.4668236,67044080.02113243,64031992.32668832,17.06036134224821,16.293890917930977,61.32565478734449,1.2571739130434783,2.0,0.9631862138427589,0.9043749999999999,591.5,1575.0,1175.0,3.9125000000000005,206.0,197.3746360275486,1165.0,1090.0000000002403,62.27172574396325,2.3281974047592944,2.13862660944206,1.088641371280184,12.07953928724067,1.0,2.3281974047592944,0.39298159444668235
2096,3932783293.1620154,67107419.49240956,64140070.79721752,17.063594530898804,16.30907833359106,61.26927980624094,1.2579130434782608,2.0,0.9626667485275652,0.9035,593.2,1580.0,1180.0,3.93,206.4,197.82590422617116,1170.0,1095.0000000002062,62.21625852671184,2.3286107742143884,2.138461538461538,1.0889187073664408,12.076156788374456,1.0,2.3286107742143884,0.39327832931620155
2097,3935705673.715233,67170066.3023825,64247685.749164954,17.066841850238056,16.324311591246694,61.21283976696594,1.2586521739130434,2.0,0.9621469608033156,0.902625,594.9,1585.0,1185.0,3.9475000000000002,206.8,198.2746090148626,1175.0,1100.0000000001771,62.16075334138595,2.329025988211778,2.1382978723404253,1.0891962332930702,12.072770386017957,1.0,2.329025988211778,0.3935705673715233
2098,3938582859.376869,67232016.74159905,64354831.07996249,17.070103420963946,16.33959050188529,61.15633601500748,1.259391304347826,2.0,0.9616268696812764,0.90175,596.5999999999999,1590.0,1190.0,3.9650000000000003,207.2,198.72087856411946,1180.0,1105.000000000152,62.10520687044834,2.3294430638383847,2.1381355932203387,1.0894739656477583,12.06938016090045,1.0,2.3294430638383847,0.39385828593768696
2099,3941414625.727923,67293267.03801712,64461500.68696359,17.073379339172927,16.354914874011374,61.09976989991781,1.2601304347826088,2.0,0.9611064942636534,0.900875,598.3,1595.0,1195.0,3.9825000000000004,207.6,199.16483463591348,1185.0,1110.0000000001305,62.04961614331835,2.329862014771743,2.1379746835443036,1.0897519192834084,12.06598619399507,1.0,2.329862014771743,0.3941414625727923
2100,3944200750.6198807,67353813.35846731,64567688.466509715,17.076669677090297,16.370284513627276,61.04314277523308,1.2608695652173914,2.0,0.9605858537427208,0.9,600.0,1600.0,1200.0,4.0,208.0,199.6065929041178,1190.0,1115.000000000112,61.99397852641008,2.3302828513815657,2.1378151260504197,1.0900301073679497,12.062588566513986,1.0,2.3302828513815657,0.39442007506198806
